SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAY_OF_CONSOM,CONSOM_PER_DAY,BILLS,STD
0169BB,2020-08-01,2020-08-31,2823,"401,28",30,,13,
0169BB,2020-09-01,2020-09-30,2683,"382,03",29,,13,
0169BB,2020-10-01,2020-10-31,2731,"388,43",30,,13,
0169BB,2020-11-01,2020-11-30,2639,"365,57",29,,13,
0268BR,2018-01-01,2018-03-12,0,"63,08",70,,4,
0268BR,2018-03-13,2018-06-22,9974,"1 128,10",101,,4,
0268BR,2018-06-23,2018-12-31,19329,"2 191,54",191,,4,
0268BR,2019-01-01,2019-12-31,36410,"4 047,93",364,,4,
0169BR,2018-01-01,2018-05-20,9892,"1 153,96",139,,3,
0169BR,2018-05-21,2018-12-31,16264,"1 897,71",224,,3,
0169BR,2019-01-01,2019-12-31,27893,"3 175,21",364,,3,
0169KO,2018-01-01,2018-09-30,6614,"1 013,01",272,,27,
0169KO,2018-10-01,2018-10-31,740,"113,79",30,,27,
0169KO,2018-11-01,2018-11-30,710,"110,15",29,,27,
0169KO,2018-12-01,2018-12-31,729,"95,66",30,,27,
0169KO,2019-01-01,2019-01-31,731,"104,96",30,,27,
0169KO,2019-02-01,2019-02-28,662,"95,74",27,,27,
0169KO,2019-03-01,2019-03-31,728,"104,56",30,,27,
0169KO,2019-04-01,2019-04-30,714,"102,69",29,,27,
0169KO,2019-05-01,2019-05-31,737,"105,76",30,,27,
0169KO,2019-06-01,2019-06-30,747,"107,10",29,,27,
0169KO,2019-07-01,2019-07-31,757,"108,44",30,,27,
0169KO,2019-08-01,2019-08-31,763,"109,24",30,,27,
0169KO,2019-09-01,2019-09-30,719,"103,36",29,,27,
0169KO,2019-10-01,2019-10-31,738,"105,90",30,,27,
0169KO,2019-11-01,2019-11-30,710,"102,16",29,,27,
0169KO,2019-12-01,2019-12-31,733,"105,23",30,,27,
0169KO,2020-01-01,2020-01-31,732,"105,14",30,,27,
0169KO,2020-02-01,2020-02-29,684,"98,78",28,,27,
0169KO,2020-03-01,2020-03-31,733,"105,27",30,,27,
0169KO,2020-04-01,2020-04-30,719,"103,42",29,,27,
0169KO,2020-05-01,2020-05-31,746,"107,00",30,,27,
0169KO,2020-06-01,2020-06-30,736,"105,67",29,,27,
0169KO,2020-07-01,2020-07-31,757,"108,45",30,,27,
0169KO,2020-08-01,2020-08-31,807,"115,08",30,,27,
0169KO,2020-09-01,2020-09-30,789,"112,69",29,,27,
0169KO,2020-10-01,2020-10-31,814,"116,00",30,,27,
0169KO,2020-11-01,2020-11-30,782,"111,76",29,,27,
0170BB,2018-01-01,2018-12-31,17557,"2 481,07",364,,2,
0170BB,2019-01-01,2019-12-31,22684,"3 031,17",364,,2,
0170BR,2018-01-01,2018-10-01,15291,"1 744,73",273,,3,
0170BR,2018-10-02,2018-12-31,5089,"583,85",90,,3,
0170BR,2019-01-01,2019-12-31,20542,"2 303,07",364,,3,
0170KO,2018-01-01,2018-12-31,10304,"1 532,43",364,,24,
0170KO,2019-01-01,2019-01-31,861,"139,82",30,,24,
0170KO,2019-02-01,2019-02-28,778,"128,26",27,,24,
0170KO,2019-03-01,2019-03-31,868,"122,06",30,,24,
0170KO,2019-04-01,2019-04-30,855,"120,32",29,,24,
0170KO,2019-05-01,2019-05-31,901,"126,47",30,,24,
0170KO,2019-06-01,2019-06-30,967,"135,29",29,,24,
0170KO,2019-07-01,2019-07-31,969,"135,55",30,,24,
0170KO,2019-08-01,2019-08-31,985,"137,69",30,,24,
0170KO,2019-09-01,2019-09-30,896,"125,80",29,,24,
0170KO,2019-10-01,2019-10-31,895,"125,67",30,,24,
0170KO,2019-11-01,2019-11-30,947,"132,61",29,,24,
0170KO,2019-12-01,2019-12-31,995,"139,03",30,,24,
0170KO,2020-01-01,2020-01-31,989,"137,83",30,,24,
0170KO,2020-02-01,2020-02-29,924,"129,22",28,,24,
0170KO,2020-03-01,2020-03-31,997,"138,89",30,,24,
0170KO,2020-04-01,2020-04-30,991,"138,09",29,,24,
0170KO,2020-05-01,2020-05-31,1024,"142,46",30,,24,
0170KO,2020-06-01,2020-06-30,1051,"146,04",29,,24,
0170KO,2020-07-01,2020-07-31,1110,"153,86",30,,24,
0170KO,2020-08-01,2020-08-31,1141,"157,96",30,,24,
0170KO,2020-09-01,2020-09-30,967,"134,91",29,,24,
0170KO,2020-10-01,2020-10-31,951,"132,79",30,,24,
0170KO,2020-11-01,2020-11-30,915,"128,02",29,,24,
0171BB,2018-01-01,2018-12-31,25112,"3 538,42",364,,2,
0171BB,2019-01-01,2019-12-31,25536,"3 373,43",364,,2,
0171BR,2018-01-01,2018-01-31,1539,"181,51",30,,35,
0171BR,2018-02-01,2018-02-28,1404,"166,19",27,,35,
0171BR,2018-03-01,2018-03-31,1547,"182,27",30,,35,
0171BR,2018-04-01,2018-04-30,1595,"186,46",29,,35,
0171BR,2018-05-01,2018-05-31,1744,"201,65",30,,35,
0171BR,2018-06-01,2018-06-30,1728,"199,24",29,,35,
0171BR,2018-07-01,2018-07-31,1832,"210,22",30,,35,
0171BR,2018-08-01,2018-08-31,1409,"155,72",30,,35,
0171BR,2018-09-01,2018-09-30,1669,"183,14",29,,35,
0171BR,2018-10-01,2018-10-31,1905,"207,82",30,,35,
0171BR,2018-11-01,2018-11-30,1829,"199,85",29,,35,
0171BR,2018-12-01,2018-12-31,1881,"205,28",30,,35,
0171BR,2019-01-01,2019-01-31,1803,"192,39",30,,35,
0171BR,2019-02-01,2019-02-28,1606,"172,29",27,,35,
0171BR,2019-03-01,2019-03-31,1782,"190,25",30,,35,
0171BR,2019-04-01,2019-04-30,1733,"185,26",29,,35,
0171BR,2019-05-01,2019-05-31,1798,"191,89",30,,35,
0171BR,2019-06-01,2019-06-30,1806,"192,73",29,,35,
0171BR,2019-07-01,2019-07-31,1877,"199,99",30,,35,
0171BR,2019-08-01,2019-08-31,1888,"201,11",30,,35,
0171BR,2019-09-01,2019-09-30,1762,"188,27",29,,35,
0171BR,2019-10-01,2019-10-31,1802,"192,34",30,,35,
0171BR,2019-11-01,2019-11-30,1732,"185,21",29,,35,
0171BR,2019-12-01,2019-12-31,1788,"190,87",30,,35,
0171BR,2020-01-01,2020-01-31,1787,"227,35",30,,35,
0171BR,2020-02-01,2020-02-29,1672,"213,25",28,,35,
0171BR,2020-03-01,2020-03-31,1733,"219,64",30,,35,
0171BR,2020-04-01,2020-04-30,1321,"169,35",29,,35,
0171BR,2020-05-01,2020-05-31,1361,"174,22",30,,35,
0171BR,2020-06-01,2020-06-30,1339,"171,54",29,,35,
0171BR,2020-07-01,2020-07-31,1437,"183,47",30,,35,
0171BR,2020-08-01,2020-08-31,1447,"184,69",30,,35,
0171BR,2020-09-01,2020-09-30,1339,"171,54",29,,35,
0171BR,2020-10-01,2020-10-31,1338,"171,42",30,,35,
0171BR,2020-11-01,2020-11-30,1262,"162,17",29,,35,
0171KO,2018-01-01,2018-01-31,1492,"187,56",30,,35,
0171KO,2018-02-01,2018-02-28,1362,"171,90",27,,35,
0171KO,2018-03-01,2018-03-31,1497,"188,16",30,,35,
0171KO,2018-04-01,2018-04-30,1476,"185,63",29,,35,
0171KO,2018-05-01,2018-05-31,1553,"194,91",30,,35,
0171KO,2018-06-01,2018-06-30,1520,"190,94",29,,35,
0171KO,2018-07-01,2018-07-31,1644,"205,99",30,,35,
0171KO,2018-08-01,2018-08-31,1661,"208,04",30,,35,
0171KO,2018-09-01,2018-09-30,1548,"195,64",29,,35,
0171KO,2018-10-01,2018-10-31,1567,"197,94",30,,35,
0171KO,2018-11-01,2018-11-30,1410,"178,89",29,,35,
0171KO,2018-12-01,2018-12-31,1412,"179,13",30,,35,
0171KO,2019-01-01,2019-01-31,1410,"196,30",30,,35,
0171KO,2019-02-01,2019-02-28,1266,"177,06",27,,35,
0171KO,2019-03-01,2019-03-31,1410,"196,30",30,,35,
0171KO,2019-04-01,2019-04-30,1374,"191,49",29,,35,
0171KO,2019-05-01,2019-05-31,1425,"198,30",30,,35,
0171KO,2019-06-01,2019-06-30,1426,"198,43",29,,35,
0171KO,2019-07-01,2019-07-31,1460,"202,98",30,,35,
0171KO,2019-08-01,2019-08-31,1481,"205,78",30,,35,
0171KO,2019-09-01,2019-09-30,1421,"197,77",29,,35,
0171KO,2019-10-01,2019-10-31,1676,"231,84",30,,35,
0171KO,2019-11-01,2019-11-30,1678,"232,11",29,,35,
0171KO,2019-12-01,2019-12-31,1731,"239,19",30,,35,
0171KO,2020-01-01,2020-01-31,1740,"239,35",30,,35,
0171KO,2020-02-01,2020-02-29,1632,"225,05",28,,35,
0171KO,2020-03-01,2020-03-31,1759,"241,87",30,,35,
0171KO,2020-04-01,2020-04-30,1723,"237,10",29,,35,
0171KO,2020-05-01,2020-05-31,1783,"245,05",30,,35,
0171KO,2020-06-01,2020-06-30,1737,"238,96",29,,35,
0171KO,2020-07-01,2020-07-31,1804,"247,83",30,,35,
0171KO,2020-08-01,2020-08-31,1815,"249,29",30,,35,
0171KO,2020-09-01,2020-09-30,1725,"237,37",29,,35,
0171KO,2020-10-01,2020-10-31,1778,"244,39",30,,35,
0171KO,2020-11-01,2020-11-30,1707,"226,13",29,,35,
0172BB,2018-01-01,2018-01-31,991,"134,97",30,,35,
0172BB,2018-02-01,2018-02-28,922,"126,34",27,,35,
0172BB,2018-03-01,2018-03-31,1002,"135,41",30,,35,
0172BB,2018-04-01,2018-04-30,979,"132,63",29,,35,
0172BB,2018-05-01,2018-05-31,1026,"138,71",30,,35,
0172BB,2018-06-01,2018-06-30,1000,"135,41",29,,35,
0172BB,2018-07-01,2018-07-31,1051,"142,08",30,,35,
0172BB,2018-08-01,2018-08-31,1006,"136,67",30,,35,
0172BB,2018-09-01,2018-09-30,991,"135,13",29,,35,
0172BB,2018-10-01,2018-10-31,1014,"137,86",30,,35,
0172BB,2018-11-01,2018-11-30,974,"132,94",29,,35,
0172BB,2018-12-01,2018-12-31,996,"135,66",30,,35,
0172BB,2019-01-01,2019-01-31,998,"130,58",30,,35,
0172BB,2019-02-01,2019-02-28,909,"119,96",27,,35,
0172BB,2019-03-01,2019-03-31,1003,"131,29",30,,35,
0172BB,2019-04-01,2019-04-30,988,"129,57",29,,35,
0172BB,2019-05-01,2019-05-31,1018,"133,09",30,,35,
0172BB,2019-06-01,2019-06-30,1043,"136,77",29,,35,
0172BB,2019-07-01,2019-07-31,1066,"139,23",30,,35,
0172BB,2019-08-01,2019-08-31,1072,"140,08",30,,35,
0172BB,2019-09-01,2019-09-30,968,"127,06",29,,35,
0172BB,2019-10-01,2019-10-31,965,"126,57",30,,35,
0172BB,2019-11-01,2019-11-30,944,"123,99",29,,35,
0172BB,2019-12-01,2019-12-31,1001,"130,81",30,,35,
0172BB,2020-01-01,2020-01-31,998,"166,29",30,,35,
0172BB,2020-02-01,2020-02-29,934,"156,20",28,,35,
0172BB,2020-03-01,2020-03-31,999,"166,28",30,,35,
0172BB,2020-04-01,2020-04-30,974,"161,80",29,,35,
0172BB,2020-05-01,2020-05-31,1013,"167,75",30,,35,
0172BB,2020-06-01,2020-06-30,1010,"167,61",29,,35,
0172BB,2020-07-01,2020-07-31,1086,"176,50",30,,35,
0172BB,2020-08-01,2020-08-31,1070,"174,11",30,,35,
0172BB,2020-09-01,2020-09-30,985,"161,37",29,,35,
0172BB,2020-10-01,2020-10-31,998,"163,61",30,,35,
0172BB,2020-11-01,2020-11-30,957,"132,17",29,,35,
0172BR,2018-01-01,2018-11-07,14236,"1 655,70",310,,3,
0172BR,2018-11-08,2018-12-31,2601,"302,54",53,,3,
0172BR,2019-01-01,2019-12-31,16856,"1 925,37",364,,3,
0172KO,2018-01-01,2018-01-31,1488,"184,08",30,,35,
0172KO,2018-02-01,2018-02-28,1376,"170,59",27,,35,
0172KO,2018-03-01,2018-03-31,1495,"184,92",30,,35,
0172KO,2018-04-01,2018-04-30,1440,"178,30",29,,35,
0172KO,2018-05-01,2018-05-31,1498,"185,29",30,,35,
0172KO,2018-06-01,2018-06-30,1458,"180,47",29,,35,
0172KO,2018-07-01,2018-07-31,1515,"187,44",30,,35,
0172KO,2018-08-01,2018-08-31,1524,"188,52",30,,35,
0172KO,2018-09-01,2018-09-30,1450,"180,74",29,,35,
0172KO,2018-10-01,2018-10-31,1489,"185,48",30,,35,
0172KO,2018-11-01,2018-11-30,1443,"179,89",29,,35,
0172KO,2018-12-01,2018-12-31,1504,"187,30",30,,35,
0172KO,2019-01-01,2019-01-31,1527,"208,89",30,,35,
0172KO,2019-02-01,2019-02-28,1352,"185,51",27,,35,
0172KO,2019-03-01,2019-03-31,1486,"203,41",30,,35,
0172KO,2019-04-01,2019-04-30,1444,"197,80",29,,35,
0172KO,2019-05-01,2019-05-31,1500,"205,28",30,,35,
0172KO,2019-06-01,2019-06-30,1482,"202,88",29,,35,
0172KO,2019-07-01,2019-07-31,1511,"206,75",30,,35,
0172KO,2019-08-01,2019-08-31,1512,"206,89",30,,35,
0172KO,2019-09-01,2019-09-30,1441,"197,40",29,,35,
0172KO,2019-10-01,2019-10-31,1502,"205,55",30,,35,
0172KO,2019-11-01,2019-11-30,1439,"197,13",29,,35,
0172KO,2019-12-01,2019-12-31,1494,"204,48",30,,35,
0172KO,2020-01-01,2020-01-31,1487,"202,44",30,,35,
0172KO,2020-02-01,2020-02-29,1389,"189,46",28,,35,
0172KO,2020-03-01,2020-03-31,1493,"203,23",30,,35,
0172KO,2020-04-01,2020-04-30,1445,"196,87",29,,35,
0172KO,2020-05-01,2020-05-31,1492,"203,10",30,,35,
0172KO,2020-06-01,2020-06-30,1457,"198,46",29,,35,
0172KO,2020-07-01,2020-07-31,1508,"205,22",30,,35,
0172KO,2020-08-01,2020-08-31,1511,"205,62",30,,35,
0172KO,2020-09-01,2020-09-30,1444,"196,74",29,,35,
0172KO,2020-10-01,2020-10-31,1496,"203,63",30,,35,
0172KO,2020-11-01,2020-11-30,1598,"211,69",29,,35,
0173BB,2018-01-01,2018-01-31,1818,"237,07",30,,35,
0173BB,2018-02-01,2018-02-28,1652,"215,99",27,,35,
0173BB,2018-03-01,2018-03-31,1815,"237,04",30,,35,
0173BB,2018-04-01,2018-04-30,1803,"236,20",29,,35,
0173BB,2018-05-01,2018-05-31,1902,"249,32",30,,35,
0173BB,2018-06-01,2018-06-30,1857,"243,54",29,,35,
0173BB,2018-07-01,2018-07-31,1936,"253,95",30,,35,
0173BB,2018-08-01,2018-08-31,1956,"256,43",30,,35,
0173BB,2018-09-01,2018-09-30,1822,"240,31",29,,35,
0173BB,2018-10-01,2018-10-31,1649,"217,74",30,,35,
0173BB,2018-11-01,2018-11-30,1604,"211,63",29,,35,
0173BB,2018-12-01,2018-12-31,1646,"216,70",30,,35,
0173BB,2019-01-01,2019-01-31,1652,"208,00",30,,35,
0173BB,2019-02-01,2019-02-28,1498,"189,63",27,,35,
0173BB,2019-03-01,2019-03-31,1659,"208,99",30,,35,
0173BB,2019-04-01,2019-04-30,1606,"202,95",29,,35,
0173BB,2019-05-01,2019-05-31,1666,"209,58",30,,35,
0173BB,2019-06-01,2019-06-30,1690,"213,53",29,,35,
0173BB,2019-07-01,2019-07-31,1721,"216,86",30,,35,
0173BB,2019-08-01,2019-08-31,1737,"219,06",30,,35,
0173BB,2019-09-01,2019-09-30,1628,"205,20",29,,35,
0173BB,2019-10-01,2019-10-31,1634,"205,71",30,,35,
0173BB,2019-11-01,2019-11-30,1615,"203,49",29,,35,
0173BB,2019-12-01,2019-12-31,1661,"208,94",30,,35,
0173BB,2020-01-01,2020-01-31,1661,"240,19",30,,35,
0173BB,2020-02-01,2020-02-29,1545,"224,13",28,,35,
0173BB,2020-03-01,2020-03-31,1665,"240,97",30,,35,
0173BB,2020-04-01,2020-04-30,1628,"235,16",29,,35,
0173BB,2020-05-01,2020-05-31,1677,"241,79",30,,35,
0173BB,2020-06-01,2020-06-30,1655,"238,94",29,,35,
0173BB,2020-07-01,2020-07-31,1733,"250,16",30,,35,
0173BB,2020-08-01,2020-08-31,1754,"253,33",30,,35,
0173BB,2020-09-01,2020-09-30,1654,"238,92",29,,35,
0173BB,2020-10-01,2020-10-31,1673,"241,14",30,,35,
0173BB,2020-11-01,2020-11-30,1587,"219,38",29,,35,
0173BR,2018-01-01,2018-01-31,2286,"258,63",30,,35,
0173BR,2018-02-01,2018-02-28,2141,"242,31",27,,35,
0173BR,2018-03-01,2018-03-31,2321,"262,24",30,,35,
0173BR,2018-04-01,2018-04-30,2220,"250,82",29,,35,
0173BR,2018-05-01,2018-05-31,2333,"262,40",30,,35,
0173BR,2018-06-01,2018-06-30,2301,"258,11",29,,35,
0173BR,2018-07-01,2018-07-31,2402,"268,71",30,,35,
0173BR,2018-08-01,2018-08-31,2451,"273,16",30,,35,
0173BR,2018-09-01,2018-09-30,2250,"255,52",29,,35,
0173BR,2018-10-01,2018-10-31,2282,"259,93",30,,35,
0173BR,2018-11-01,2018-11-30,2208,"251,89",29,,35,
0173BR,2018-12-01,2018-12-31,2306,"262,61",30,,35,
0173BR,2019-01-01,2019-01-31,2349,"260,98",30,,35,
0173BR,2019-02-01,2019-02-28,2063,"230,49",27,,35,
0173BR,2019-03-01,2019-03-31,2257,"251,46",30,,35,
0173BR,2019-04-01,2019-04-30,2192,"244,28",29,,35,
0173BR,2019-05-01,2019-05-31,2278,"253,47",30,,35,
0173BR,2019-06-01,2019-06-30,2365,"259,69",29,,35,
0173BR,2019-07-01,2019-07-31,2399,"264,05",30,,35,
0173BR,2019-08-01,2019-08-31,2418,"265,74",30,,35,
0173BR,2019-09-01,2019-09-30,2223,"247,04",29,,35,
0173BR,2019-10-01,2019-10-31,2276,"253,23",30,,35,
0173BR,2019-11-01,2019-11-30,2175,"242,65",29,,35,
0173BR,2019-12-01,2019-12-31,2280,"253,80",30,,35,
0173BR,2020-01-01,2020-01-31,2305,"303,57",30,,35,
0173BR,2020-02-01,2020-02-29,2111,"278,94",28,,35,
0173BR,2020-03-01,2020-03-31,2271,"297,90",30,,35,
0173BR,2020-04-01,2020-04-30,2206,"289,39",29,,35,
0173BR,2020-05-01,2020-05-31,2283,"299,09",30,,35,
0173BR,2020-06-01,2020-06-30,2263,"295,51",29,,35,
0173BR,2020-07-01,2020-07-31,2380,"309,44",30,,35,
0173BR,2020-08-01,2020-08-31,2394,"310,92",30,,35,
0173BR,2020-09-01,2020-09-30,2182,"285,12",29,,35,
0173BR,2020-10-01,2020-10-31,2220,"288,34",30,,35,
0173BR,2020-11-01,2020-11-30,2314,"293,31",29,,35,
0173KO,2018-01-01,2018-12-31,24658,"2 733,10",364,,2,
0173KO,2019-01-01,2019-12-31,24645,"2 601,02",364,,2,
0174BR,2018-01-01,2018-06-10,11550,"1 344,90",160,,3,
0174BR,2018-06-11,2018-12-31,10790,"1 306,73",203,,3,
0174BR,2019-01-01,2019-12-31,24591,"2 836,85",364,,3,
0174KO,2018-01-01,2018-09-30,6810,"1 036,63",272,,27,
0174KO,2018-10-01,2018-10-31,729,"112,46",30,,27,
0174KO,2018-11-01,2018-11-30,721,"111,49",29,,27,
0174KO,2018-12-01,2018-12-31,803,"104,64",30,,27,
0174KO,2019-01-01,2019-01-31,871,"123,67",30,,27,
0174KO,2019-02-01,2019-02-28,728,"104,56",27,,27,
0174KO,2019-03-01,2019-03-31,783,"111,91",30,,27,
0174KO,2019-04-01,2019-04-30,748,"107,23",29,,27,
0174KO,2019-05-01,2019-05-31,773,"110,57",30,,27,
0174KO,2019-06-01,2019-06-30,764,"109,37",29,,27,
0174KO,2019-07-01,2019-07-31,769,"110,04",30,,27,
0174KO,2019-08-01,2019-08-31,771,"110,31",30,,27,
0174KO,2019-09-01,2019-09-30,731,"104,96",29,,27,
0174KO,2019-10-01,2019-10-31,758,"108,57",30,,27,
0174KO,2019-11-01,2019-11-30,735,"105,50",29,,27,
0174KO,2019-12-01,2019-12-31,793,"113,25",30,,27,
0174KO,2020-01-01,2020-01-31,812,"115,74",30,,27,
0174KO,2020-02-01,2020-02-29,733,"105,27",28,,27,
0174KO,2020-03-01,2020-03-31,779,"111,37",30,,27,
0174KO,2020-04-01,2020-04-30,747,"107,13",29,,27,
0174KO,2020-05-01,2020-05-31,774,"110,70",30,,27,
0174KO,2020-06-01,2020-06-30,747,"107,13",29,,27,
0174KO,2020-07-01,2020-07-31,782,"111,76",30,,27,
0174KO,2020-08-01,2020-08-31,767,"109,78",30,,27,
0174KO,2020-09-01,2020-09-30,731,"105,01",29,,27,
0174KO,2020-10-01,2020-10-31,878,"124,48",30,,27,
0174KO,2020-11-01,2020-11-30,941,"132,83",29,,27,
0175BB,2018-01-01,2018-01-31,2330,"301,31",30,,35,
0175BB,2018-02-01,2018-02-28,2189,"282,72",27,,35,
0175BB,2018-03-01,2018-03-31,2363,"305,26",30,,35,
0175BB,2018-04-01,2018-04-30,2248,"291,81",29,,35,
0175BB,2018-05-01,2018-05-31,2325,"301,64",30,,35,
0175BB,2018-06-01,2018-06-30,2262,"293,83",29,,35,
0175BB,2018-07-01,2018-07-31,2343,"304,20",30,,35,
0175BB,2018-08-01,2018-08-31,2366,"307,50",30,,35,
0175BB,2018-09-01,2018-09-30,2255,"294,72",29,,35,
0175BB,2018-10-01,2018-10-31,2310,"301,45",30,,35,
0175BB,2018-11-01,2018-11-30,2246,"293,22",29,,35,
0175BB,2018-12-01,2018-12-31,2376,"309,10",30,,35,
0175BB,2019-01-01,2019-01-31,2479,"307,06",30,,35,
0175BB,2019-02-01,2019-02-28,2128,"265,23",27,,35,
0175BB,2019-03-01,2019-03-31,2314,"288,07",30,,35,
0175BB,2019-04-01,2019-04-30,2229,"278,09",29,,35,
0175BB,2019-05-01,2019-05-31,2317,"288,77",30,,35,
0175BB,2019-06-01,2019-06-30,2292,"286,43",29,,35,
0175BB,2019-07-01,2019-07-31,2337,"291,34",30,,35,
0175BB,2019-08-01,2019-08-31,2349,"292,84",30,,35,
0175BB,2019-09-01,2019-09-30,2235,"278,94",29,,35,
0175BB,2019-10-01,2019-10-31,2309,"287,50",30,,35,
0175BB,2019-11-01,2019-11-30,2222,"277,03",29,,35,
0175BB,2019-12-01,2019-12-31,2359,"292,85",30,,35,
0175BB,2020-01-01,2020-01-31,2379,"384,60",30,,35,
0175BB,2020-02-01,2020-02-29,2184,"338,39",28,,35,
0175BB,2020-03-01,2020-03-31,2319,"359,45",30,,35,
0175BB,2020-04-01,2020-04-30,2237,"346,00",29,,35,
0175BB,2020-05-01,2020-05-31,2299,"355,62",30,,35,
0175BB,2020-06-01,2020-06-30,2259,"349,34",29,,35,
0175BB,2020-07-01,2020-07-31,2347,"362,13",30,,35,
0175BB,2020-08-01,2020-08-31,2360,"363,63",30,,35,
0175BB,2020-09-01,2020-09-30,2250,"348,14",29,,35,
0175BB,2020-10-01,2020-10-31,2322,"358,72",30,,35,
0175BB,2020-11-01,2020-11-30,2297,"317,80",29,,35,
0175BR,2018-01-01,2018-12-31,18522,"2 253,34",364,,4,
0175BR,2019-01-01,2019-02-05,1971,"233,10",35,,4,
0175BR,2019-02-06,2019-09-30,11917,"1 427,78",236,,4,
0175BR,2019-10-01,2019-12-31,4701,"560,98",91,,4,
0175KO,2018-01-01,2018-09-30,5870,"846,63",272,,27,
0175KO,2018-10-01,2018-10-31,611,"98,14",30,,27,
0175KO,2018-11-01,2018-11-30,602,"97,05",29,,27,
0175KO,2018-12-01,2018-12-31,629,"83,52",30,,27,
0175KO,2019-01-01,2019-01-31,732,"105,10",30,,27,
0175KO,2019-02-01,2019-02-28,575,"84,12",27,,27,
0175KO,2019-03-01,2019-03-31,603,"87,86",30,,27,
0175KO,2019-04-01,2019-04-30,594,"86,66",29,,27,
0175KO,2019-05-01,2019-05-31,626,"90,93",30,,27,
0175KO,2019-06-01,2019-06-30,677,"97,75",29,,27,
0175KO,2019-07-01,2019-07-31,685,"98,82",30,,27,
0175KO,2019-08-01,2019-08-31,695,"100,15",30,,27,
0175KO,2019-09-01,2019-09-30,626,"90,93",29,,27,
0175KO,2019-10-01,2019-10-31,631,"91,60",30,,27,
0175KO,2019-11-01,2019-11-30,588,"85,86",29,,27,
0175KO,2019-12-01,2019-12-31,631,"91,60",30,,27,
0175KO,2020-01-01,2020-01-31,633,"92,03",30,,27,
0175KO,2020-02-01,2020-02-29,583,"85,40",28,,27,
0175KO,2020-03-01,2020-03-31,621,"90,44",30,,27,
0175KO,2020-04-01,2020-04-30,602,"87,92",29,,27,
0175KO,2020-05-01,2020-05-31,627,"91,23",30,,27,
0175KO,2020-06-01,2020-06-30,652,"94,54",29,,27,
0175KO,2020-07-01,2020-07-31,788,"112,56",30,,27,
0175KO,2020-08-01,2020-08-31,812,"115,74",30,,27,
0175KO,2020-09-01,2020-09-30,778,"111,23",29,,27,
0175KO,2020-10-01,2020-10-31,798,"113,88",30,,27,
0175KO,2020-11-01,2020-11-30,755,"108,19",29,,27,
0176BB,2018-01-01,2018-01-31,1391,"182,24",30,,35,
0176BB,2018-02-01,2018-02-28,1273,"167,31",27,,35,
0176BB,2018-03-01,2018-03-31,1383,"179,72",30,,35,
0176BB,2018-04-01,2018-04-30,1316,"171,69",29,,35,
0176BB,2018-05-01,2018-05-31,1361,"177,46",30,,35,
0176BB,2018-06-01,2018-06-30,1325,"173,03",29,,35,
0176BB,2018-07-01,2018-07-31,1379,"180,03",30,,35,
0176BB,2018-08-01,2018-08-31,1413,"184,53",30,,35,
0176BB,2018-09-01,2018-09-30,1605,"209,67",29,,35,
0176BB,2018-10-01,2018-10-31,2574,"331,70",30,,35,
0176BB,2018-11-01,2018-11-30,2585,"332,77",29,,35,
0176BB,2018-12-01,2018-12-31,2799,"358,50",30,,35,
0176BB,2019-01-01,2019-01-31,2886,"352,07",30,,35,
0176BB,2019-02-01,2019-02-28,2447,"299,69",27,,35,
0176BB,2019-03-01,2019-03-31,2653,"325,51",30,,35,
0176BB,2019-04-01,2019-04-30,2570,"315,88",29,,35,
0176BB,2019-05-01,2019-05-31,2666,"327,02",30,,35,
0176BB,2019-06-01,2019-06-30,2672,"328,48",29,,35,
0176BB,2019-07-01,2019-07-31,2748,"337,59",30,,35,
0176BB,2019-08-01,2019-08-31,2759,"338,75",30,,35,
0176BB,2019-09-01,2019-09-30,2601,"319,27",29,,35,
0176BB,2019-10-01,2019-10-31,2657,"325,94",30,,35,
0176BB,2019-11-01,2019-11-30,2542,"311,97",29,,35,
0176BB,2019-12-01,2019-12-31,2691,"329,22",30,,35,
0176BB,2020-01-01,2020-01-31,2743,"405,48",30,,35,
0176BB,2020-02-01,2020-02-29,2452,"364,45",28,,35,
0176BB,2020-03-01,2020-03-31,2615,"388,91",30,,35,
0176BB,2020-04-01,2020-04-30,2561,"380,61",29,,35,
0176BB,2020-05-01,2020-05-31,2604,"385,32",30,,35,
0176BB,2020-06-01,2020-06-30,2161,"320,21",29,,35,
0176BB,2020-07-01,2020-07-31,2246,"331,67",30,,35,
0176BB,2020-08-01,2020-08-31,2265,"335,67",30,,35,
0176BB,2020-09-01,2020-09-30,2134,"316,84",29,,35,
0176BB,2020-10-01,2020-10-31,2128,"315,75",30,,35,
0176BB,2020-11-01,2020-11-30,2019,"278,65",29,,35,
0176BR,2018-01-01,2018-03-12,1398,"208,82",70,,3,
0176BR,2018-03-13,2018-12-31,6012,"883,00",293,,3,
0176BR,2019-01-01,2019-12-31,9632,"1 304,06",364,,3,
0176KO,2018-01-01,2018-12-31,29498,"3 945,73",364,,19,
0176KO,2019-01-01,2019-06-30,14162,"1 852,08",180,,19,
0176KO,2019-07-01,2019-07-31,2409,"314,37",30,,19,
0176KO,2019-08-01,2019-08-31,2433,"304,60",30,,19,
0176KO,2019-09-01,2019-09-30,2308,"289,34",29,,19,
0176KO,2019-10-01,2019-10-31,2377,"297,32",30,,19,
